comedian,sentence,humor
Joe_List_2,"You feel better than everybody behind you, don’t you?",affiliative
Joe_List_2,"What a fucking idiot back there. Embarrassing, loser.",affiliative
Joe_List_2,"The whole flight he’s like. [yawns] For like five hours. [yawns] I wanted him to die, I swear to God.",affiliative
Joe_List_2,"First of all, you don’t need to make a noise when you yawn. That’s a decision, he’s deciding to do that.""",affiliative
John_Mulaney,"We made these big piles of clothes, we put the piles into these big boxes, then we put the boxes into the back of my car, and then they stayed there for four months.",affiliative
John_Mulaney,"And then one day my wife said, “Hey, you took that stuff to Goodwill, right?” And I said, “Of course I did! On an unrelated note, I’m going to walk out the front door right now.”",affiliative
John_Mulaney,"It was charitable, but it was also fast and violent, because I was throwing boxes at people.",affiliative
John_Mulaney_2,Go ahead and laugh. His name is ridiculous. That was his name. It was JJ Bittenbinder.,affiliative
John_Mulaney_2,"Very sorry, Radio City, did that make you uncomfortable? Well, guess what? You’re adults and he’s not even here. So try being seven years old and you’re sitting five feet away from him. He’s still got blood on his shoes. And he’s looking at you in the eye to tell you for the first time in your very young life that some adults find you incredibly attractive. They may just have to kill'",affiliative
Jimmy_Yang,"Asian people, we don’t need Tinder anymore. We just go to BTS concerts. That’s how we do that parking lot pimping.",affiliative
Jimmy_Yang,"""I’ve been dating a lot of tall girls lately, because it makes me look successful.",affiliative
Jimmy_Yang,"But some of them like to wear heels. That’s just disrespect. Like, you’re already five inches taller than me. Why the fuck are you wearing heels? She’s like, it makes my ass look better. I’m like, your ass is at my eye level right now",affiliative
Jimmy_Yang_2,"Like, it’s really hard for me to watch TV with my dad, because he’s trying to make me explain everything to him.",affiliative
Jimmy_Yang_2,"First of all, old Asian people, they don’t watch TV. They judge the TV.",affiliative
Jimmy_Yang_2,"He’s just sitting there, arms folded, judging the TV like–",affiliative
Jimmy_Yang_2,"He’s made some random noises around the house. Now whenever he sneezes, it’s never just a sneeze. It’s like a whole tsunami of sound waves that comes after.",affiliative
Louis_CK,I don’t think so.,affiliative
Louis_CK,"That’s okay, it already all happened. Doesn’t matter where you think.",affiliative
Louis_CK,"You fucking think about it, you idiot.",affiliative
Louis_CK,"What was he then? You’re… What, was he Presbyterian? What was he? Catholic?""",affiliative
Louis_CK,Jesus was Catholic and he had a gold chain with a cross.,affiliative
Louis_CK,"Oh, that’s why we have those!",affiliative
Louis_CK,"I didn’t even know. Oh, fuck, that’s me! I’m the little'",affiliative
Louis_CK_2,They’re in our lives and they know nothing about what’s happening.,affiliative
Louis_CK_2,"You ever been having, like, a dramatic moment in your family, like, you’re in the living room telling the kids that grandma died, and everybody’s crying, and the dog’s sitting there like…“I know you! Ha!”",affiliative
Louis_CK_2,They’re so stupid! Incredibly stupid animals.,affiliative
Louis_CK_2,"They don’t even know their own lives, they don’t even — they can’t even handle'",affiliative
Nate_Bargatze,"Did you name her after Harper Lee, the author of To Kill a Mockingbird?” And, you know, I’ve never thought about an author a day in my life, so… That never occurred to me.",affiliative
Nate_Bargatze,"I love when kids cry, it’s just innocent. I love how innocent it is. They cry over a tag in their shirt. I mean, they bawl. They don’t like… It feels weird.",affiliative
Nate_Bargatze_2,"First and second grade was awesome. Third grade, you’re like, “Okay.” They throw some stuff in, you’re like, “Oh, all right. All right.” It’s, uh… “Okay, learning it earlier than we used to, huh?”",affiliative
Nate_Bargatze_2,"She brought home Common Core math. That’s fun. It’s a new math they invented, no heads up. Just give it to parents that never learned it.",affiliative
Nate_Bargatze_TK,"Uh… It goes clown, then magic. There’s two steps. You can take them in either order.",affiliative
Nate_Bargatze_TK,"I was born, he was a clown. It was never weird to me. I thought everybody’s dad was a clown.",affiliative
Nate_Bargatze_TK,The Easter Bunny was in the passenger seat.,affiliative
Nate_Bargatze_TK,"he Easter Bunny head didn’t fit in the car. Like, he couldn’t sit normal, so his head was bent to the side.",affiliative
Nate_Bargatze_TK,"And I remember he had his seat belt on, and he’s just like…'",affiliative
Nate_Bargatze_TK_2,"Tuesday’s getting married, rehearsal’s Friday, wedding’s Saturday.",affiliative
Nate_Bargatze_TK_2,We gotta be there Monday for this wedding? How long is this wedding? It’s a week?,affiliative
Nate_Bargatze_TK_2,I’m wildly overdressed. I look like I work there.,affiliative
Nate_Bargatze_TK_2,Everybody else just has a football or basketball jersey on.,affiliative
Nate_Bargatze_TK_2,"He has his tuxedo jacket, pants, cummerbund, bowtie. No shirt.",affiliative
Nate_Bargatze_TK_2,"They forgot his shirt, and instead of waiting to go get it, he was like, “Let’s':",affiliative
Russell_Peters,What do you mean what else is wrong with me?,affiliative
Russell_Peters,"that’s really fucking racist, but since you asked, I have acid reflux.",affiliative
Russell_Peters,"First of all, you’re lying to me right now. Because there is no way you can be Indian and not have fucking acid reflux.",affiliative
Russell_Peters,"It’s inevitable. There’s no way you can consume the food that we eat with that much spice, and that much oil, and that much butter, and not just have it burn a hole in your– as my dad would say– your'",affiliative
Russell_Peters_2,"If I have twin girls– because you’ve got to have fun with the names. If I have twin girls, these are going to be my daughters, it’s going to be Kate and Duplicate. These are my boys, it’s Pete and Repeat",affiliative
Russell_Peters_2,"Identical twins, that’s like bragging rights for you, you know I mean. That’s your way of going, look. Look at how good my balls are. Look, look.",affiliative
Russell_Peters_2,"If I had twins with a black girl, this is Tyrone and Tyclone.",affiliative
Sam_Morril,"That is male privilege right there, isn’t it? I just told a room full of people I got roofied. I did not see one concerned face in here. Everyone in here is like I assume things worked out for you, and they did. Still weird, though.",affiliative
Sam_Morril,"And I was like, I’ll drink it. And he gave me this hateful look, and I thought, why is this guy so mad at me? And then I chugged it, and I woke up the next morning, and I was like oh. That guy’s'",affiliative
Sam_Morril_2,"It’s weird that they can do anti-smoking ads, but you can’t do pro-cigarette commercials. Isn’t that weird? They don’t give ’em a rebuttal.",affiliative
Sam_Morril_2,"A hot girl walks up to a guy in the bar and asks to bum a cigarette, and he goes, oh, I don’t smoke. So then she goes outside and bums them from another guy, and they go home together and they fuck and that’s the whole commercial. There at the end, it just says, “Wouldn’t kill you',",affiliative
Trevor_Noah,You know how I know this? You know how I’ve learned? Because I’ve learned how to use the Russian accent for myself.,affiliative
Trevor_Noah,"I’ll share this with you, I don’t mind. I, uh– I’m not particularly comfortable in the house at night by myself. What I’m trying to say is I’m afraid of the dark.",affiliative
Trevor_Noah,"But what happens is, I’ll be sleeping. And in the middle of the night, I’ll be woken up by the need to pee. And whenever that",affiliative
Trevor_Noah_2,You can’t do normal things with that voice. You are destined for greatness,affiliative
Trevor_Noah_2,"You can’t be running in the streets: “And a Kit Kat, please.” No. No.",affiliative
Trevor_Noah_2,"It just doesn’t work. I remember when Nelson Mandela was still alive, and he would tell jokes at press conferences and events, and no one would laugh.",affiliative
Trevor_Noah_2,Because everyone thought a man who had been in jail for 27 years couldn’t make a joke.,affiliative
Tom_Segura,"The most terrifying housing situation that exists. Where other trailer people are like, “Get the fuck out of here.” Kick ’em out.",affiliative
Tom_Segura,You don’t fuckin’ have it? Isn’t that your sole responsibility?,affiliative
Tom_Segura,"Let’s go get it.” He goes, “I’ll go get it. You stay here and watch my place.” And I was like… “Okay.”",affiliative
Tom_Segura,"That’s what’s up.” -Like, yeah, man. Pow.*",affiliative
Tom_Segura_2,"I got such a warm rush through my body. It felt like the inside of my body hugged the outside of my body, you know?""\n* ""I think it’s a taste of power. Like most of us, we have no power in our everyday lives.",affiliative
Tom_Segura_2,"You are lord of the elevator shaft. You get to decide, like a king with his drawbridge.",affiliative
Tom_Segura_2,"And you can watch people walk up and be like, “Mm-mm.” -And you hit that.",affiliative
Anthony_Jeselnik_3,Mom and dad were strict. My mom and dad once made me smoke an entire pack of cigarettes. An entire pack of cigarettes in one sitting. Just to teach me an important lesson about brand loyalty.,affiliative
Anthony_Jeselnik_3,"I learned a lot from my parents. Especially my dad. Like, I’ll never forget… the first time I ever got a bad report card in school. First time I got a bad report card, I brought it home, I gave it to my dad and my dad beat me. Beat the hell out of me. But I learned something.",affiliative
Ali_Wong_3,You go to any hipster neighborhood in a major city in America and that shit is turning into a Yoko Ono factory.,affiliative
Ali_Wong_3,It’s… too much. I don’t know what’s wrong with these bitches.,affiliative
Ali_Wong_3,"You feel very… You feel very picturesque when you’re with a white dude, you know. ",affiliative
Ali_Wong_3,You feel like you’re in a Wes Anderson movie or something.,affiliative
Ali_Wong_3,"And you know, white dudes, they teach you about a lot of cool stuff like voting and recycling, and disturbing documentaries.",affiliative
Chelsea_Peretti_3,[gasps] I was filled with adrenaline. It’s what I imagine hunting and gathering felt like.,affiliative
Chelsea_Peretti_3,"I was just like… went onto Twitter. I’m like, “My dick hurts.”",affiliative
Chelsea_Peretti_3,"I went onto Facebook. I was like, “My dick hurts.” [chuckles]",affiliative
Chelsea_Peretti_3,"People just like, “Dude, what’s up with your dick? We’re worried about you.”",affiliative
Chelsea_Peretti_3,"It’s just weird that any news story that goes online, it’s",affiliative
Donald_Glover_3,"It doesn’t really, like, do anything… it’s not that great, you know?",affiliative
Donald_Glover_3,"And I’m just like, oh, it doesn’t really, like, do anything… it’s not that great, you know?",affiliative
Donald_Glover_3,They already have it! Deaf people have been saying “niglet” for years! For years!,affiliative
Donald_Glover_3,Was it… Why is this “n*gga”? Why is this… This is… I feel like it should be… Or…,affiliative
Hasan_Minhaj_3,"In a weird way that brings us together, and we have to do everything together.",affiliative
Hasan_Minhaj_3,You’re going to die. Laugh. Why aren’t you laughing? You’re always stressed and always tired.,affiliative
Hasan_Minhaj_3,"You could wake up any immigrant father from a 12-hour nap, and they’d say… [angry yawn] “Why do I have to pay taxes?”",affiliative
Hasan_Minhaj_3,"Ah, yogurt.” Or milk. Just like, “Ah.” And I’d look at him and be like, “Oh, man. Dad'",affiliative
Iliza_Shlesinger_3,"Gentlemen, you have no idea what we’re looking at.",affiliative
Iliza_Shlesinger_3,"We’re judging your hair, your shoes, we scan you, like Predator.",affiliative
Iliza_Shlesinger_3,"Scanning for physical abnormalities. Is he balding Is that a goatee Is his shirt unbuttoned too low for his ethnicity? Is he wearing embroidered jeans? If so, is he a European male or just someone from Arizona?",affiliative
Iliza_Shlesinger_3,We aren’t looking to see if you’re the hottest guy ever. Nay. We are merely assessing if you’re 50% attractive enough',affiliative
John_Mulaney_3,"No, I wish!",affiliative
John_Mulaney_3,Jesus Christ!,affiliative
John_Mulaney_3,Blair Witch style.,affiliative
John_Mulaney_3,Do you want a Best Buy Rewards card?,affiliative
John_Mulaney_3,No.,affiliative
John_Mulaney_3,You’ll see! One day I’m going to leave you and I’m going to get that Best Buy Rewards card.,affiliative
John_Mulaney_3,"Jesus Christ, you’re never going to get that Best Buy Rewards card!",affiliative
Jim_Gaffigan_3,You’re so much taller in person. Can we do a selfie?,affiliative
Jim_Gaffigan_3,"Like, you never hear, we’re in restaurant, Tom Hanks walked in and then he came over and murdered my family. That never happens",affiliative
Jim_Gaffigan_3,That guy looks like Phillip Seymour Hoffman.,affiliative
Jim_Gaffigan_3,Do you have anything stronger? Like a bear gun? \'Cause I don\'t think this bear\'s approaching to get his hair,affiliative
Joe_List_3,"I can do it for ya. If you guys wanted to go, maybe you can’t afford it, I can do it for you. I didn’t go to college or anything, but I know how to do therapy.",affiliative
Joe_List_3,"Whatever you’re dealing with, it’s because of your family. Look no further, than your own family. That’s all therapy is, you complain about your problems, then he says, “It’s your family.” And then you’re like, “Still, great.” Then you give him your money,'",affiliative
Jimmy_Yang_3,"What do you want, a fortune cookie?",affiliative
Jimmy_Yang_3,"Like, wha–? Like, what do you want?",affiliative
Jimmy_Yang_3,She acted like she just unlocked a new character on Street Fighter or some shit.,affiliative
Jimmy_Yang_3,"bitch, you understand you just insulted my entire race of people?",affiliative
Jimmy_Yang_3,"You’re the real MVP. You get two fortune cookies tonight, miss. ",affiliative
Jimmy_Yang_3,Everybody should have average dick until proven guilty.,affiliative
Jimmy_Yang_3,"Everybody should start at average dick, 8 inches. And we go from there.",affiliative
Louis_CK_3,She’s very expensive. Please don’t touch her.,affiliative
Louis_CK_3,"I un-rescued it, and I bought a dog that works.",affiliative
Louis_CK_3,"I hate New York, I really do — I used to love New York, but I hate it now, I really — I’d rather be in Auschwitz than in New York City. Honestly, I would.",affiliative
Louis_CK_3,"I mean Auschwitz now. I mean, today Auschwitz. Not back when it was open. I mean, now — it’s nice now. There'",affiliative
Nate_Bargatze_3,"Guys are drinking beers in the church. Like, that’s something I’ve never heard, a pastor be like, “Guys, can we not drink alcohol in the church?” They’re like, “Oh, I didn’t know this was the nice part of town. All right.”",affiliative
Nate_Bargatze_3,"The reception is next door, just at a lady’s house. Like, in her backyard. Like, she doesn’t do… It isn’t like, she’s like, “And I do receptions all the time.” We were her one':",affiliative
Nate_Bargatze_TK_3,"Nothing should ever come out of her mouth that I’m like, “What? What was that?”",affiliative
Nate_Bargatze_TK_3,"[chuckles] I didn’t know that there was a rule in play. I thought you felt it out, you know, and just go, “That feels right,” and that’s what you do.",affiliative
Nate_Bargatze_TK_3,"I do the same thing with a comma. I’ve never known where a comma’s supposed to go. If I feel a comma’s coming, I try to get out of that sentence so bad",affiliative
Russell_Peters_3,And candy fell out of her.,affiliative
Russell_Peters_3,He’s going to be able to engineer the wall. And hop it.,affiliative
Russell_Peters_3,"He’s going to steal your laptop and fix it.""",affiliative
Russell_Peters_3,"Man, you did all this shit young. That’s crazy. I mean, that’s great. I did it way too late.",affiliative
Russell_Peters_3,"When my son starts walking, we’re going to be walking the same way.",affiliative
Russell_Peters_3,"My girlfriend, she started the show after one month. It was like,. I’m like, what",affiliative
Sam_Morill_3,we don’t know how hilarious Hitler would have been on social media.,affiliative
Sam_Morill_3,Adolf’s trending.,affiliative
Sam_Morill_3,"Just said fun facts about Hitler, which I think is a great title.",affiliative
Sam_Morill_3,I’ve always said there aren’t enough upbeat pieces on the Fuhrer.,affiliative
Sam_Morill_3,"Fun fact about Hitler, didn’t pay income tax, was very bad at managing his money, and I thought, man, it’s too bad there wasn’t a group of people that could have helped, you know?",affiliative
Sam_Morill_3,Jews.,affiliative
Trevor_Noah_3,"It’s less of a command and more of a suggestion. It’s not “Stop!” It’s “Stop?” It’s almost like an African traveled the world, saw that other people have traffic lights and then just brought them back, but didn’t know what they were for.",affiliative
Trevor_Noah_3,"The guy was like, “Guys, guys, guys. We need to get traffic lights. Ah?” People were like, “What for?” “It’s for the intersection. It adds atmosphere.” No one actually knew what it was about.",affiliative
Tom_Segura_3,Whoa. Are you Japanese?,affiliative
Tom_Segura_3,"Hundred percent, yeah.",affiliative
Tom_Segura_3,Segura. Segura! Sounds Japanese.,affiliative
Tom_Segura_3,That’s ’cause you’re saying it Japanese.,affiliative
Tom_Segura_3,"Well, what are you?",affiliative
